image,ground_truth_person_count,crowd_label,crowd_status,person_count,avg_confidence,min_confidence,max_confidence,total_bbox_area_ratio,avg_bbox_area_ratio,max_bbox_area_ratio,avg_bbox_width_ratio,avg_bbox_height_ratio,people_per_megapixel,average_center_distance,average_nearest_neighbor_distance,grid_00,grid_01,grid_02,grid_10,grid_11,grid_12,grid_20,grid_21,grid_22,image_width,image_height,image_id,ground_truth_mask_count,count_difference,absolute_count_error,count_error_percent,detection_count_ratio
"273271,15df10008c97808a.jpg",15,0,NOT-CROWD,16,0.6331871151924133,0.3016315698623657,0.8586910963058472,0.1070014834403991,0.0066875927150249,0.0112716285511851,0.0410720780491828,0.1520927250385284,28.419182948490235,0.2307518273591995,0.0320036523044109,0,0,0,3,10,3,0,0,0,1000,563,"273271,15df10008c97808a",5,1,1,6.666666666666667,1.0666666666666669
"273271,15ed10009d6db026.jpg",17,0,NOT-CROWD,21,0.6552333235740662,0.285299688577652,0.9045450687408448,1.1612833738327026,0.0552992075681686,0.2170005291700363,0.1058397740125656,0.4372505843639374,8.832881874926393,0.390187531709671,0.0863481983542442,2,2,7,2,3,4,1,0,0,1960,1213,"273271,15ed10009d6db026",6,4,4,23.52941176470588,1.2352941176470589
"273271,160e7000b3a0550e.jpg",21,1,CROWD,22,0.7775554656982422,0.3341999351978302,0.9257158041000366,2.148719787597656,0.0976690798997879,0.1632581651210785,0.1558101773262024,0.6246512532234192,23.08984047019312,0.4411512017250061,0.1315148025751114,3,2,3,3,3,4,1,1,2,1200,794,"273271,160e7000b3a0550e",1,1,1,4.761904761904762,1.0476190476190477
"273271,1613e000ae579bb0.jpg",4,0,NOT-CROWD,4,0.8867801427841187,0.8355847001075745,0.917902410030365,1.147852897644043,0.2869632244110107,0.3159732818603515,0.3059203624725342,0.9412516355514526,1.9290123456790125,0.437181681394577,0.1468008905649185,0,0,0,2,0,2,0,0,0,1920,1080,"273271,1613e000ae579bb0",1,0,0,0.0,1.0
"273271,162e3000d2db4fe1.jpg",12,0,NOT-CROWD,13,0.7669931054115295,0.6628541946411133,0.9364995956420898,0.7972211241722107,0.0613247007131576,0.1311785578727722,0.1332956701517105,0.4301441311836242,18.88656438865644,0.3368797302246094,0.0945793762803077,0,0,0,5,4,2,0,1,1,960,717,"273271,162e3000d2db4fe1",2,1,1,8.333333333333332,1.0833333333333333
"273271,16308000dcae1237.jpg",3,0,NOT-CROWD,3,0.8731668591499329,0.8614423274993896,0.8829498291015625,0.91125226020813,0.3037507534027099,0.4659686684608459,0.3318255841732025,0.9128189086914062,4.0521265560165975,0.2352400869131088,0.1678233593702316,0,0,0,1,2,0,0,0,0,1024,723,"273271,16308000dcae1237",0,0,0,0.0,1.0
"273271,165ce00009d65be3.jpg",27,1,CROWD,34,0.5916949510574341,0.2592360377311706,0.9346492886543274,0.6774390339851379,0.0199246779084205,0.0838130339980125,0.0777566209435463,0.2160969078540802,124.70657276995306,0.2828560173511505,0.0510017648339271,0,0,0,8,13,7,5,1,0,640,426,"273271,165ce00009d65be3",3,7,7,25.925925925925924,1.2592592592592593
"273271,167b200074ab5d59.jpg",9,0,NOT-CROWD,7,0.6957862973213196,0.4130028784275055,0.9067015647888184,0.8867889642715454,0.1266841441392898,0.3333539664745331,0.1908732205629348,0.5520285964012146,8.985417950297803,0.3084184825420379,0.1106336638331413,0,0,0,1,4,2,0,0,0,1082,720,"273271,167b200074ab5d59",1,-2,2,22.22222222222222,0.7777777777777778
"273271,1764b000b232f0d0.jpg",18,0,NOT-CROWD,18,0.8016817569732666,0.584117591381073,0.95086669921875,1.39967679977417,0.0777598246932029,0.1357872486114502,0.154376208782196,0.5040973424911499,37.5,0.2822289168834686,0.0751076564192771,0,0,0,0,4,3,3,6,2,800,600,"273271,1764b000b232f0d0",0,0,0,0.0,1.0
"273271,183f50002c0cdff1.jpg",9,0,NOT-CROWD,6,0.8133113980293274,0.6335026025772095,0.909018099308014,0.2758360207080841,0.0459726713597774,0.0658199340105056,0.0982837155461311,0.4556584656238556,4.171301446051168,0.1460216045379638,0.0548643469810485,0,0,0,0,0,2,0,0,4,1600,899,"273271,183f50002c0cdff1",2,-3,3,33.33333333333333,0.6666666666666666
"273271,18e4e000478c1a3d.jpg",28,1,CROWD,26,0.7195597290992737,0.277742475271225,0.877277135848999,0.6108766198158264,0.0234952550381422,0.0443994328379631,0.063960462808609,0.3486158549785614,53.8373614723276,0.2489634752273559,0.0424383655190467,0,0,0,5,14,6,0,0,1,901,536,"273271,18e4e000478c1a3d",8,-2,2,7.142857142857142,0.9285714285714286
"273271,18f1d000d4b26eb1.jpg",16,0,NOT-CROWD,14,0.5660098195075989,0.2513048350811004,0.8896334171295166,1.501876711845398,0.1072769090533256,0.241456389427185,0.1794681549072265,0.5612652897834778,31.265074232219103,0.3469561636447906,0.0721399039030075,0,1,0,5,3,3,1,0,1,892,502,"273271,18f1d000d4b26eb1",4,-2,2,12.5,0.875
"273271,19586000274aa602.jpg",10,0,NOT-CROWD,11,0.6036677956581116,0.2556260228157043,0.93454772233963,1.5124961137771606,0.1374996453523636,0.3652364313602447,0.1938928961753845,0.684810221195221,20.37037037037037,0.3815460801124573,0.0851520001888275,0,0,0,2,4,3,2,0,0,900,600,"273271,19586000274aa602",3,1,1,10.0,1.1
"273271,197560000058bbda.jpg",44,1,CROWD,46,0.7939135432243347,0.3716211318969726,0.9096709489822388,0.751946747303009,0.0163466688245534,0.0289592016488313,0.0615324936807155,0.2678954005241394,1.108045224914031,0.2715572118759155,0.0395152308046817,0,0,0,0,2,0,11,20,13,7891,5261,"273271,197560000058bbda",0,2,2,4.545454545454546,1.0454545454545454
"273271,19b08000df8a9c2d.jpg",19,0,NOT-CROWD,21,0.6698408722877502,0.3362431526184082,0.8926886916160583,1.7990162372589111,0.0856674388051033,0.246883749961853,0.1657091379165649,0.4869973361492157,49.06542056074766,0.3670841157436371,0.0730284228920936,0,0,0,6,4,1,2,3,5,800,535,"273271,19b08000df8a9c2d",7,2,2,10.526315789473683,1.105263157894737
"273271,19d4b0009f615dd9.jpg",13,0,NOT-CROWD,18,0.639739990234375,0.2966313660144806,0.8988219499588013,0.5776939392089844,0.0320941060781478,0.1035769879817962,0.0879384726285934,0.3122767508029938,44.30529300567108,0.3146924674510956,0.0502617284655571,0,0,0,3,8,5,1,1,0,736,552,"273271,19d4b0009f615dd9",2,5,5,38.46153846153847,1.3846153846153846
"273271,1b9330008da38cd6.jpg",12,0,NOT-CROWD,14,0.7208442687988281,0.2844784259796142,0.9112898707389832,1.2856978178024292,0.0918355584144592,0.2436814308166504,0.1696647852659225,0.3791534602642059,20.01738653001464,0.3933166265487671,0.1244651600718498,4,4,0,1,2,1,1,0,1,1024,683,"273271,1b9330008da38cd6",2,2,2,16.666666666666664,1.1666666666666667
"273271,1bb16000e7a389a3.jpg",5,0,NOT-CROWD,5,0.8194252252578735,0.7379613518714905,0.8868623375892639,1.4893230199813845,0.2978646159172058,0.4139962494373321,0.3330933451652527,0.8880351185798645,17.21763085399449,0.4118638634681701,0.1379333287477493,0,0,0,2,1,2,0,0,0,660,440,"273271,1bb16000e7a389a3",0,0,0,0.0,1.0
"273271,1bd660006ab0ac6a.jpg",8,0,NOT-CROWD,8,0.870445728302002,0.7897998094558716,0.9231314659118652,0.4935554265975952,0.0616944283246994,0.1158405989408493,0.1113011240959167,0.5013108253479004,12.1765601217656,0.3230514824390411,0.1047513931989669,0,0,0,2,3,1,1,1,0,1000,657,"273271,1bd660006ab0ac6a",0,0,0,0.0,1.0
"273271,1be0200037d3046d.jpg",13,0,NOT-CROWD,10,0.7158180475234985,0.2880865037441253,0.86335289478302,0.8844407200813293,0.0884440690279007,0.3399881422519684,0.1333880275487899,0.3685302734375,14.298133235724745,0.2506347298622131,0.0623337216675281,0,0,0,8,1,1,0,0,0,1024,683,"273271,1be0200037d3046d",0,-3,3,23.07692307692308,0.7692307692307693
"273271,1c20c00070107528.jpg",7,0,NOT-CROWD,11,0.6362808346748352,0.2649134695529938,0.9018596410751344,1.95902419090271,0.1780931055545807,0.3207374513149261,0.1998079270124435,0.8326467871665955,1.8453279651065253,0.3556656241416931,0.0856388807296752,0,0,0,3,5,3,0,0,0,3000,1987,"273271,1c20c00070107528",2,4,4,57.14285714285714,1.5714285714285714
"273271,1c4c300008432bc2.jpg",7,0,NOT-CROWD,7,0.8086276054382324,0.7109598517417908,0.9112335443496704,1.4786176681518557,0.2112310975790023,0.3797866702079773,0.2761824429035187,0.761509895324707,6.217800675075503,0.2803789675235748,0.1415817439556121,0,0,0,1,4,1,0,1,0,1300,866,"273271,1c4c300008432bc2",0,0,0,0.0,1.0
"273271,1c72c000a2ee47d5.jpg",7,0,NOT-CROWD,8,0.7834651470184326,0.3816529512405395,0.9010370373725892,0.9898324012756348,0.1237290501594543,0.1635751724243164,0.174589991569519,0.7006258368492126,11.574074074074073,0.3439720273017883,0.1090449765324592,0,0,0,1,3,2,1,0,1,960,720,"273271,1c72c000a2ee47d5",1,1,1,14.285714285714285,1.1428571428571428
"273271,1cc7d000a31f3d60.jpg",5,0,NOT-CROWD,5,0.7182223200798035,0.4547823667526245,0.9045175313949584,1.704164981842041,0.3408330082893371,0.4808686971664428,0.3860224485397339,0.8849807977676392,4.018969536210916,0.334477037191391,0.1004178375005722,0,0,0,2,0,3,0,0,0,1300,957,"273271,1cc7d000a31f3d60",0,0,0,0.0,1.0
"273271,1d7b80003ec0213d.jpg",4,0,NOT-CROWD,4,0.6643774509429932,0.6187270879745483,0.7489520311355591,1.4321171045303345,0.3580292761325836,0.5539962649345398,0.3824387490749359,0.9241007566452026,3.2151756289687325,0.3748934268951416,0.2186345160007476,0,0,0,1,2,1,0,0,0,1300,957,"273271,1d7b80003ec0213d",0,0,0,0.0,1.0
"273271,1da8500031927201.jpg",5,0,NOT-CROWD,5,0.8695402145385742,0.811301589012146,0.916044294834137,1.1354038715362549,0.2270807772874832,0.2632158994674682,0.3047746121883392,0.7582575082778931,7.166547701974814,0.3118406236171722,0.118884339928627,0,0,0,1,2,2,0,0,0,1023,682,"273271,1da8500031927201",0,0,0,0.0,1.0
"273271,1dad700087bcc50a.jpg",5,0,NOT-CROWD,5,0.8612560033798218,0.8161601424217224,0.9257145524024964,1.0393102169036863,0.2078620493412017,0.3240615725517273,0.3405697047710418,0.6085284948348999,4.441286196482502,0.2748228311538696,0.1420004069805145,0,0,0,1,2,0,1,0,1,866,1300,"273271,1dad700087bcc50a",0,0,0,0.0,1.0
"273271,1ddda0001685370d.jpg",9,0,NOT-CROWD,9,0.8317373991012573,0.596230685710907,0.9227609038352966,2.003946781158448,0.2226607501506805,0.3430898785591125,0.2813472747802734,0.7855446338653564,9.375,0.2832308113574981,0.0927074775099754,0,0,0,2,3,3,0,1,0,1200,800,"273271,1ddda0001685370d",0,0,0,0.0,1.0
"273271,1e008000ee65ad31.jpg",8,0,NOT-CROWD,10,0.7812284231185913,0.3560836017131805,0.9229605197906494,1.551872968673706,0.1551872938871383,0.2363278120756149,0.2159384489059448,0.7193595170974731,46.536736099476926,0.3492394089698791,0.1025129705667495,0,0,0,1,3,4,1,1,0,508,423,"273271,1e008000ee65ad31",1,2,2,25.0,1.25
"273271,1e59400094ef5d82.jpg",10,0,NOT-CROWD,11,0.7583792209625244,0.2500544488430023,0.9155856966972352,0.5141945481300354,0.0467449575662612,0.2061793357133865,0.1648889482021331,0.2684290707111358,17.903645833333336,0.2710104882717132,0.0954784676432609,4,1,0,2,3,1,0,0,0,960,640,"273271,1e59400094ef5d82",0,1,1,10.0,1.1
"273271,1e97800008a6fcb5.jpg",6,0,NOT-CROWD,8,0.5385240316390991,0.2603013217449188,0.9033674597740172,1.9924840927124023,0.2490605115890503,0.3903841078281402,0.2915026843547821,0.863593339920044,11.421783625730994,0.4242646396160126,0.1192978248000145,0,0,0,4,1,2,0,0,1,1024,684,"273271,1e97800008a6fcb5",0,2,2,33.33333333333333,1.3333333333333333
"273271,1eb8c0000beccfd1.jpg",4,0,NOT-CROWD,5,0.79808109998703,0.6836788058280945,0.8692290782928467,1.7597490549087524,0.3519498109817505,0.4428953528404236,0.46504607796669,0.7691739797592163,10.43405676126878,0.3631412982940674,0.1722422540187835,0,0,0,2,1,1,0,0,1,599,800,"273271,1eb8c0000beccfd1",1,1,1,25.0,1.25
"273271,1ed81000290034fa.jpg",3,0,NOT-CROWD,4,0.7580370306968689,0.5779072642326355,0.899165689945221,0.8683284521102905,0.2170821130275726,0.2457781881093979,0.3047598898410797,0.732668399810791,10.192666885809006,0.400864839553833,0.2104788422584533,0,0,0,1,1,1,0,0,1,771,509,"273271,1ed81000290034fa",2,1,1,33.33333333333333,1.3333333333333333
"273271,1f0ac00034c81048.jpg",6,0,NOT-CROWD,6,0.7057168483734131,0.5878986120223999,0.8222524523735046,1.7091834545135498,0.2848639190196991,0.3830675482749939,0.37123703956604,0.7768921852111816,16.0,0.3483754992485046,0.1663714349269867,0,0,0,1,1,2,1,1,0,750,500,"273271,1f0ac00034c81048",0,0,0,0.0,1.0
"273271,1f194000b8070849.jpg",8,0,NOT-CROWD,8,0.6337658762931824,0.3239800930023193,0.8275713920593262,2.3655319213867188,0.2956914901733398,0.3634505867958069,0.3460732102394104,0.8566572666168213,1.5876644820403394,0.2621024549007416,0.0993448868393898,0,0,0,2,5,1,0,0,0,2592,1944,"273271,1f194000b8070849",1,0,0,0.0,1.0
"273271,1f29200037af8acb.jpg",5,0,NOT-CROWD,5,0.8073830604553223,0.6998713612556458,0.8655755519866943,1.4609062671661377,0.2921812534332275,0.3379153609275818,0.3178635239601135,0.9195529818534852,7.496251874062968,0.3599485456943512,0.1577749401330948,0,0,0,2,1,2,0,0,0,1000,667,"273271,1f29200037af8acb",0,0,0,0.0,1.0
"273271,1f3ca000086fb919.jpg",17,0,NOT-CROWD,12,0.5846747159957886,0.2656007707118988,0.7784847021102905,2.2006430625915527,0.1833869218826294,0.5583643317222595,0.2301606982946396,0.6616382002830505,12.531328320802006,0.386189192533493,0.1151678562164306,0,3,3,2,1,3,0,0,0,1200,798,"273271,1f3ca000086fb919",2,-5,5,29.411764705882355,0.7058823529411765
"273271,1f521000946ad8d8.jpg",14,0,NOT-CROWD,15,0.8432707190513611,0.2615906596183777,0.93055921792984,1.5014655590057373,0.1000977009534835,0.1712900400161743,0.1549858301877975,0.6494038701057434,21.70138888888889,0.3358245491981506,0.0997518450021743,0,0,0,4,6,5,0,0,0,960,720,"273271,1f521000946ad8d8",0,1,1,7.142857142857142,1.0714285714285714
"273271,1f5eb00035f864b3.jpg",19,0,NOT-CROWD,20,0.837600827217102,0.4408134818077087,0.9324877858161926,1.3835792541503906,0.0691789612174034,0.1262483596801757,0.102026417851448,0.6788491010665894,2.0514156563017183,0.3090215921401977,0.0619093962013721,0,0,0,5,10,5,0,0,0,4735,2059,"273271,1f5eb00035f864b3",0,1,1,5.263157894736842,1.0526315789473684
"273271,1f6dd00084f9d116.jpg",7,0,NOT-CROWD,8,0.6313278675079346,0.2662331759929657,0.8139475584030151,0.705639123916626,0.0882048904895782,0.2462940812110901,0.2298414409160614,0.3652038276195526,4.761904761904762,0.3473471701145172,0.1579186618328094,0,1,0,1,3,3,0,0,0,1500,1120,"273271,1f6dd00084f9d116",0,1,1,14.285714285714285,1.1428571428571428
"273271,1f79d000d5f1a68f.jpg",12,0,NOT-CROWD,11,0.671995222568512,0.3299955427646637,0.9264551997184752,1.154029130935669,0.1049117371439933,0.1872496604919433,0.1947154104709625,0.5314121842384338,6.957375323834197,0.3067247569561004,0.0603036023676395,0,0,0,0,0,0,3,6,2,1544,1024,"273271,1f79d000d5f1a68f",4,-1,1,8.333333333333332,0.9166666666666666
"273271,1fc8f00076bce197.jpg",5,0,NOT-CROWD,5,0.8559381365776062,0.7550955414772034,0.9233967661857604,1.4527571201324463,0.2905514240264892,0.3263893723487854,0.3277319669723511,0.8919855952262878,17.477628635346758,0.3433488309383392,0.1596047729253769,0,0,0,2,1,2,0,0,0,640,447,"273271,1fc8f00076bce197",0,0,0,0.0,1.0
"273271,1fe29000ddadf112.jpg",5,0,NOT-CROWD,8,0.5267635583877563,0.2513259947299957,0.8770006895065308,1.5023162364959717,0.1877895295619964,0.3288541436195373,0.3512425422668457,0.5498223304748535,4.284490145672665,0.3144471943378448,0.1338862776756286,0,2,1,1,2,0,0,2,0,1600,1167,"273271,1fe29000ddadf112",0,3,3,60.0,1.6
"273271,1fe910001b52222b.jpg",5,0,NOT-CROWD,7,0.6936790347099304,0.2914185523986816,0.910403311252594,1.5607593059539795,0.2229656130075454,0.309125691652298,0.2790747582912445,0.8017014265060425,6.217800675075503,0.2152611017227172,0.0965962335467338,0,0,0,1,5,0,0,0,1,1300,866,"273271,1fe910001b52222b",0,2,2,40.0,1.4
"273271,1ff68000b0151886.jpg",11,0,NOT-CROWD,12,0.7838842272758484,0.2826565504074096,0.9261325001716614,1.372032642364502,0.1143360510468483,0.1715041846036911,0.1470671743154525,0.778914749622345,38.095238095238095,0.3955692946910858,0.0756740942597389,0,0,0,4,4,4,0,0,0,700,450,"273271,1ff68000b0151886",0,1,1,9.090909090909092,1.0909090909090908
"273271,20a02000f1bcfb00.jpg",5,0,NOT-CROWD,6,0.6200677752494812,0.3218661844730377,0.8187710046768188,1.8391978740692136,0.3065329790115356,0.4249454736709595,0.3256955444812774,0.9328736662864684,3.0,0.3186484575271606,0.1162421479821205,0,0,0,1,2,3,0,0,0,2000,1000,"273271,20a02000f1bcfb00",0,1,1,20.0,1.2
"273271,20ae800047248409.jpg",5,0,NOT-CROWD,6,0.6601389050483704,0.2897858321666717,0.8811054229736328,1.7857646942138672,0.2976274490356445,0.4209503829479217,0.3206188976764679,0.9248192310333252,6.25,0.3571874797344208,0.1292623877525329,0,0,0,2,1,3,0,0,0,1200,800,"273271,20ae800047248409",0,1,1,20.0,1.2
"273271,20ffb000f5650fea.jpg",4,0,NOT-CROWD,5,0.5796276926994324,0.282553881406784,0.8857290744781494,1.7791318893432615,0.3558263778686523,0.623986542224884,0.3981680274009704,0.8844497799873352,4.023173479240425,0.2288782894611358,0.0670587867498397,0,0,0,1,4,0,0,0,0,1300,956,"273271,20ffb000f5650fea",0,1,1,25.0,1.25
"273271,212ef000505c8286.jpg",9,0,NOT-CROWD,11,0.603053629398346,0.280337393283844,0.8683918714523315,2.6398673057556152,0.2399879395961761,0.3425169289112091,0.3674405813217163,0.6588152647018433,23.87152777777778,0.257604032754898,0.0896239429712295,0,0,0,1,3,2,1,3,1,800,576,"273271,212ef000505c8286",0,2,2,22.22222222222222,1.2222222222222223
"273271,213170000a5f09b3.jpg",6,0,NOT-CROWD,6,0.7096460461616516,0.5119526386260986,0.881202757358551,1.3209750652313232,0.2201625108718872,0.2820200622081756,0.325453907251358,0.6781540513038635,3.633060853769301,0.3244458734989166,0.138362780213356,0,0,0,2,1,0,0,2,1,1500,1101,"273271,213170000a5f09b3",0,0,0,0.0,1.0
"273271,21864000f8886c1b.jpg",15,0,NOT-CROWD,16,0.7708527445793152,0.4286673367023468,0.9250511527061462,2.470494270324707,0.1544058918952942,0.2828273177146911,0.2133747041225433,0.7436277866363525,35.65062388591801,0.3449403643608093,0.1036229133605957,0,0,0,4,4,3,1,3,1,800,561,"273271,21864000f8886c1b",0,1,1,6.666666666666667,1.0666666666666669
"273271,2189f00051276139.jpg",5,0,NOT-CROWD,5,0.8436763882637024,0.7622662782669067,0.907103955745697,1.157995343208313,0.2315990626811981,0.3574268221855163,0.2985036969184875,0.7757733464241028,5.208333333333334,0.3552370965480804,0.1633884608745575,0,0,0,0,2,1,2,0,0,1200,800,"273271,2189f00051276139",0,0,0,0.0,1.0
"273271,219640002d98657b.jpg",4,0,NOT-CROWD,5,0.6272501945495605,0.4095565378665924,0.8039020895957947,1.9783813953399656,0.3956762850284576,0.5097350478172302,0.4435783326625824,0.8887926340103149,7.149066617862371,0.3133995234966278,0.1187403947114944,0,0,0,2,1,2,0,0,0,1024,683,"273271,219640002d98657b",0,1,1,25.0,1.25
"273271,21ecc000206d7951.jpg",21,1,CROWD,21,0.8063772320747375,0.315221905708313,0.9248312711715698,0.9780369997024536,0.0465731918811798,0.0683662146329879,0.1044318228960037,0.4451038837432861,21.78649237472767,0.3074053525924682,0.0566080994904041,0,0,0,7,8,5,1,0,0,1134,850,"273271,21ecc000206d7951",0,0,0,0.0,1.0
"273271,21f7f00077d5f4ec.jpg",5,0,NOT-CROWD,6,0.5165523886680603,0.3231016993522644,0.8035016059875488,2.4089102745056152,0.4014850556850433,0.547840416431427,0.4505103528499603,0.8978039622306824,8.566337719298245,0.3621735870838165,0.1138847768306732,0,0,0,2,2,2,0,0,0,1024,684,"273271,21f7f00077d5f4ec",0,1,1,20.0,1.2
